id,rank,hit,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2904,2,Yes,Dynamite,Taio Cruz,72,0.75,0.78,4,-3.155,1,0.0898,0.006220000000000001,0.0,0.0263,0.8240000000000001,119.985
2905,66,No,Turning Tables,Glee Cast Featuring Gwyneth Paltrow,69,0.305,0.452,0,-6.077000000000001,0,0.0293,0.9520000000000001,1.6800000000000002e-05,0.129,0.21,79.83
2906,58,No,Beggin' On Your Knees,Victorious Cast Featuring Victoria Justice,62,0.623,0.8690000000000001,5,-3.3760000000000003,1,0.0481,0.008409999999999999,0.0,0.0771,0.6629999999999999,130.013
2907,87,No,All By Myself,Glee Cast,66,0.344,0.325,11,-10.005,0,0.0287,0.348,0.0239,0.0686,0.0773,118.556
2908,88,No,Breakthrough,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",65,0.7240000000000001,0.6890000000000001,2,-5.922000000000001,0,0.135,0.083,0.0,0.304,0.693,146.496
2909,89,No,Somebody,Bridgit Mendler,75,0.49200000000000005,0.6809999999999999,6,-7.037999999999999,1,0.075,0.14300000000000002,0.0,0.19899999999999998,0.511,178.01
2910,8,Yes,Never Say Never,Justin Bieber Featuring Jaden Smith,71,0.23,0.49200000000000005,8,-5.767,1,0.0317,0.568,8.18e-06,0.17600000000000002,0.262,160.139
2911,58,No,Friday,Rebecca Black,73,0.727,0.866,11,-4.288,1,0.185,0.282,3.87e-06,0.585,0.653,127.01
2912,16,Yes,Stereo Love,Edward Maya & Vika Jigulina,57,0.775,0.726,9,-5.629,1,0.0369,0.0399,0.0235,0.11,0.20600000000000002,126.999
2913,13,Yes,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,78,0.76,0.595,1,-6.3660000000000005,1,0.0391,0.0054399999999999995,0.0,0.24100000000000002,0.361,131.497
2914,7,Yes,Rocketeer,Far*East Movement Featuring Ryan Tedder,62,0.6659999999999999,0.8190000000000001,4,-6.053,0,0.0466,0.166,0.0,0.261,0.408,95.999
2915,62,No,Red Nation,Game Featuring Lil Wayne,54,0.39,0.8859999999999999,2,-3.234,1,0.35100000000000003,0.0908,0.0,0.441,0.297,175.19299999999998
2916,64,No,Where You At,Jennifer Hudson,59,0.61,0.7879999999999999,7,-3.8569999999999998,0,0.0625,0.5,0.0,0.23800000000000002,0.51,142.75
2917,71,No,Little Miss,Sugarland,55,0.654,0.7120000000000001,0,-11.739,1,0.0476,0.601,0.0021899999999999997,0.33,0.965,82.111
2918,85,No,I Smile,Kirk Franklin,68,0.381,0.344,2,-11.948,1,0.0294,0.337,0.0,0.0954,0.22699999999999998,144.464
2919,15,Yes,Yeah 3X,Chris Brown,59,0.7020000000000001,0.883,11,-3.239,0,0.0437,0.000407,1.27e-06,0.0885,0.7090000000000001,129.999
2920,46,Yes,Let Me Down Easy,Billy Currington,61,0.61,0.49700000000000005,1,-4.885,1,0.027000000000000003,0.36200000000000004,0.0,0.107,0.163,125.029
2921,87,No,Georgia Clay,Josh Kelley,38,0.612,0.731,6,-5.022,1,0.0317,0.0699,0.0,0.188,0.56,106.98200000000001
2922,76,No,Boom,Snoop Dogg Featuring T-Pain,70,0.875,0.835,2,-3.6260000000000003,1,0.0499,0.0183,0.00281,0.336,0.287,123.054
2923,50,No,Fall For Your Type,Jamie Foxx Featuring Drake,57,0.593,0.39299999999999996,1,-11.735999999999999,1,0.0827,0.39399999999999996,3.24e-06,0.11,0.193,136.866
2924,94,No,Walking,Mary Mary,71,0.87,0.6990000000000001,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.96700000000001
2925,62,No,No BS,Chris Brown,51,0.40399999999999997,0.619,1,-6.329,0,0.0582,0.12,0.0,0.11800000000000001,0.12300000000000001,171.989
2926,79,No,Welcome To My Hood,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",50,0.583,0.804,7,-4.074,1,0.273,0.0227,0.0,0.228,0.46299999999999997,139.594
2927,34,Yes,Marry Me,Train,82,0.588,0.408,3,-8.662,1,0.0237,0.113,0.0,0.13,0.484,85.008
2928,69,No,The Story,Sara Ramirez,76,0.831,0.42700000000000005,2,-6.903,1,0.106,0.0531,0.0,0.316,0.21600000000000003,93.00399999999999
2929,6,Yes,Loser Like Me,Glee Cast,54,0.701,0.8640000000000001,3,-4.351,1,0.0631,0.00331,0.0,0.0421,0.8109999999999999,106.03399999999999
2930,58,No,This Is Country Music,Brad Paisley,61,0.485,0.726,5,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.28800000000000003,140.781
2931,1,Yes,Black And Yellow,Wiz Khalifa,75,0.684,0.8340000000000001,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.5379999999999999,164.02
2932,4,Yes,The Time (Dirty Bit),The Black Eyed Peas,58,0.8290000000000001,0.7979999999999999,6,-7.808,0,0.0776,0.0782,3.78e-06,0.59,0.48200000000000004,127.991
2933,58,No,Hello World,Lady Antebellum,45,0.42700000000000005,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079
2934,16,Yes,Get It Right,Glee Cast,76,0.456,0.833,0,-4.242,1,0.0964,0.10800000000000001,1.7100000000000002e-05,0.0592,0.261,159.808
2935,24,Yes,Higher,Taio Cruz Featuring Travie McCoy,78,0.815,0.551,8,-4.048,1,0.0936,0.0737,0.0,0.21600000000000003,0.168,152.001
2936,61,No,Buzzin',Mann,65,0.563,0.46299999999999997,9,-9.249,0,0.4,0.65,4.87e-06,0.0967,0.276,149.571
2937,71,No,From A Table Away,Sunny Sweeney,42,0.532,0.794,8,-4.221,1,0.0275,0.0425,1.6899999999999997e-05,0.307,0.585,110.00399999999999
2938,97,No,F**k Him He's A DJ,Ke$ha,0,0.733,0.45899999999999996,10,-12.311,1,0.0419,0.0085,0.0,0.0794,0.445,125.97399999999999
2939,78,No,Shake Me Down,Cage The Elephant,64,0.457,0.613,9,-5.756,1,0.0295,0.00463,0.00044100000000000004,0.0711,0.132,105.11
2940,36,Yes,Raise Your Glass,Glee Cast,76,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.02799999999999
2941,37,Yes,Blackbird,Glee Cast,68,0.6859999999999999,0.127,7,-14.360999999999999,1,0.0342,0.754,1.4099999999999999e-05,0.0573,0.37200000000000005,93.699
2942,1,Yes,What's My Name?,Rihanna Featuring Drake,64,0.705,0.7809999999999999,2,-2.927,1,0.0792,0.247,0.0,0.107,0.55,100.008
2943,52,No,Misery,Glee Cast,73,0.517,0.9059999999999999,1,-3.677,1,0.0735,0.0027199999999999998,9.26e-06,0.113,0.731,172.977
2944,53,No,Hell To The No,Glee Cast,34,0.703,0.9520000000000001,7,-3.0789999999999997,1,0.135,0.0272,0.007209999999999999,0.0619,0.9059999999999999,131.96
2945,46,Yes,Who Are You When I'm Not Looking,Blake Shelton,55,0.41200000000000003,0.457,4,-9.142000000000001,1,0.0288,0.409,0.0187,0.0978,0.20199999999999999,74.824
2946,23,Yes,Landslide,Glee Cast Featuring Gwyneth Paltrow,76,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.11699999999999999,0.423,159.375
2947,71,No,Candles,Glee Cast,63,0.298,0.14800000000000002,3,-26.245,0,0.0438,0.868,0.843,0.11,0.0603,108.65799999999999
2948,31,Yes,Somewhere With You,Kenny Chesney,64,0.68,0.8490000000000001,1,-6.475,0,0.0376,0.0862,0.00013000000000000002,0.174,0.536,111.969
2949,26,Yes,Felt Good On My Lips,Tim McGraw,51,0.56,0.8690000000000001,3,-3.804,1,0.0387,0.024,2.94e-06,0.136,0.519,136.001
2950,53,No,Voices,Chris Young,79,0.748,0.652,5,-6.851,1,0.0594,0.251,0.0598,0.0408,0.8590000000000001,167.17
2951,100,No,Dancing Crazy,Miranda Cosgrove,43,0.667,0.813,9,-4.357,1,0.0553,0.00103,0.0,0.0861,0.636,105.976
2952,6,Yes,Back To December,Taylor Swift,62,0.527,0.667,2,-4.662,1,0.0288,0.121,0.0,0.415,0.313,141.901
2953,1,Yes,Only Girl (In The World),Rihanna,66,0.78,0.7140000000000001,11,-4.155,0,0.0382,0.11900000000000001,4.1e-06,0.217,0.6659999999999999,125.92399999999999
2954,1,Yes,We R Who We R,Ke$ha,66,0.7340000000000001,0.821,8,-4.893,1,0.0406,0.007090000000000001,0.00281,0.127,0.648,119.993
2955,42,Yes,Waiting For The End,Linkin Park,59,0.48700000000000004,0.961,4,-4.138999999999999,1,0.132,0.0415,1.15e-06,0.5529999999999999,0.32299999999999995,170.005
2956,57,No,Do You Wanna Touch Me (Oh Yeah),Glee Cast Featuring Gwyneth Paltrow,41,0.626,0.804,11,-3.5860000000000003,1,0.0553,0.0008410000000000001,0.0,0.5429999999999999,0.63,126.97200000000001
2957,62,No,Animal,Glee Cast,73,0.755,0.8320000000000001,2,-2.741,0,0.11599999999999999,0.0746,1.27e-06,0.29100000000000004,0.735,120.03200000000001
2958,66,No,The Race,Wiz Khalifa,81,0.7659999999999999,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.35200000000000004,160.22299999999998
2959,70,No,Beautiful Lasers (2 Ways),Lupe Fiasco Featuring MDMA,46,0.542,0.752,11,-3.6519999999999997,0,0.0404,0.0148,0.0,0.324,0.249,129.988
2960,83,No,Kiss,Glee Cast,75,0.49200000000000005,0.6809999999999999,6,-7.037999999999999,1,0.075,0.14300000000000002,0.0,0.19899999999999998,0.511,178.01
2961,29,Yes,Who Dat Girl,Flo Rida Featuring Akon,59,0.7190000000000001,0.616,1,-3.951,1,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963
2962,56,No,Someone Else Calling You Baby,Luke Bryan,59,0.498,0.9159999999999999,8,-3.728,1,0.0662,0.052000000000000005,1.31e-06,0.0734,0.35200000000000004,115.045
2963,34,Yes,Kush,Dr. Dre Featuring Snoop Dogg & Akon,76,0.743,0.6709999999999999,9,-5.2410000000000005,1,0.122,0.0512,0.0,0.11599999999999999,0.499,163.22899999999998
2964,4,Yes,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,70,0.6659999999999999,0.878,7,-2.85,0,0.0973,0.03,0.0,0.0828,0.669,119.932
2965,1,Yes,Teenage Dream,Katy Perry,71,0.7190000000000001,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999
2966,77,No,Twisted,Gorilla Zoe Featuring Lil Jon,78,0.5379999999999999,0.912,0,-4.684,0,0.129,0.0178,0.0,0.6890000000000001,0.588,154.042
2967,83,No,What Are Words,Chris Medina,50,0.509,0.188,0,-11.505999999999998,1,0.0427,0.965,0.0,0.16699999999999998,0.363,125.616
2968,56,No,Maybe,Sick Puppies,71,0.787,0.6659999999999999,9,-7.718999999999999,0,0.0522,0.0704,0.0,0.0935,0.389,143.016
2969,11,Yes,Whip My Hair,Willow,59,0.5429999999999999,0.981,9,-4.631,0,0.285,0.0015199999999999999,0.00759,0.447,0.6709999999999999,162.786
2970,87,No,Country Boy,Aaron Lewis Featuring George Jones & Charlie Daniels,65,0.595,0.667,6,-6.442,1,0.034,0.29600000000000004,0.0,0.109,0.272,121.949
2971,60,No,Wildflower,The JaneDear Girls,58,0.46799999999999997,0.7979999999999999,8,-5.74,1,0.0936,0.043,0.0167,0.364,0.5579999999999999,94.932
2972,61,No,Pray,Justin Bieber,88,0.7340000000000001,0.667,2,-4.996,1,0.0871,0.092,2.12e-05,0.10400000000000001,0.165,100.57799999999999
2973,91,No,The Shape I'm In,Joe Nichols,48,0.723,0.672,7,-7.875,1,0.0356,0.243,0.00373,0.302,0.958,128.079
2974,30,Yes,I Just Had Sex,The Lonely Island Featuring Akon,60,0.612,0.8,6,-4.284,1,0.16699999999999998,0.0175,0.0,0.19899999999999998,0.7859999999999999,167.958
2975,52,No,On My Level,Wiz Khalifa Featuring Too $hort,66,0.72,0.514,1,-7.108,1,0.132,0.146,0.00713,0.107,0.212,142.98
2976,99,No,21st Century Girl,Willow,72,0.716,0.9059999999999999,2,-3.5389999999999997,1,0.0717,0.004229999999999999,0.0,0.0547,0.762,101.02799999999999
2977,61,No,Bass Down Low,Dev Featuring The Cataracs,50,0.797,0.624,0,-8.022,1,0.0628,0.0886,0.0,0.0499,0.8340000000000001,113.035
2978,49,Yes,Don't You Want Me,Glee Cast,73,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656
2979,3,Yes,Just A Dream,Nelly,67,0.5539999999999999,0.764,1,-6.129,1,0.031,0.0413,0.0,0.12300000000000001,0.0991,90.0
2980,55,No,Blame It (On The Alcohol),Glee Cast,46,0.653,0.604,7,-4.922,1,0.0799,0.00838,0.0,0.111,0.7,176.0
2981,61,No,Tik Tok,Glee Cast,73,0.755,0.8320000000000001,2,-2.741,0,0.11599999999999999,0.0746,1.27e-06,0.29100000000000004,0.735,120.03200000000001
2982,64,No,Lay It Down,Lloyd,57,0.524,0.7929999999999999,1,-5.051,0,0.0629,0.0208,0.0,0.0825,0.551,156.05200000000002
2983,51,No,Who's That Chick?,David Guetta Featuring Rihanna,56,0.675,0.601,11,-4.7330000000000005,0,0.11599999999999999,0.00372,0.0,0.0458,0.9309999999999999,127.93799999999999
2984,23,Yes,H*A*M,Kanye West Jay Z,62,0.603,0.9520000000000001,6,-3.699,1,0.0947,0.0018899999999999998,0.00044500000000000003,0.317,0.588,133.97
2985,27,Yes,U Smile,Justin Bieber,58,0.38799999999999996,0.612,8,-5.141,1,0.0478,0.537,1.12e-06,0.115,0.387,75.618
2986,45,Yes,Little Lion Man,Mumford & Sons,70,0.519,0.512,5,-7.986000000000001,1,0.0282,0.0276,8.78e-05,0.0976,0.441,138.596
2987,47,Yes,Baby,Glee Cast,88,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053
2988,49,Yes,Sing,Glee Cast,90,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
2989,51,No,Take Me Or Leave Me,Glee Cast,61,0.457,0.763,7,-3.4589999999999996,0,0.255,0.318,0.0,0.0322,0.87,175.043
2990,28,Yes,Somebody To Love,Glee Cast,66,0.49200000000000005,0.6759999999999999,8,-6.861000000000001,1,0.0516,0.172,0.0,0.239,0.41200000000000003,110.23200000000001
2991,74,No,Born To Be Somebody,Justin Bieber,50,0.682,0.643,1,-5.169,1,0.0312,0.18899999999999997,0.0,0.0504,0.297,117.976
2992,18,Yes,Hit The Lights,Jay Sean Featuring Lil Wayne,54,0.56,0.872,7,-3.9530000000000003,1,0.054000000000000006,0.113,0.0,0.302,0.602,129.879
2993,11,Yes,Forget You,Glee Cast Featuring Gwyneth Paltrow,78,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.26899999999999996,0.276,145.99200000000002
2994,34,Yes,Firework,Glee Cast,74,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072
2995,76,No,Do The John Wall,Troop 41,52,0.505,0.9209999999999999,5,-1.982,1,0.37799999999999995,0.24600000000000002,0.0,0.873,0.5720000000000001,107.389
2996,38,Yes,Thriller / Heads Will Roll,Glee Cast,47,0.633,0.8220000000000001,10,-5.011,0,0.0723,0.008459999999999999,0.0,0.141,0.633,122.994
2997,44,Yes,"Bills, Bills, Bills",Glee Cast,67,0.845,0.5760000000000001,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641
2998,45,Yes,Silly Love Songs,Glee Cast,53,0.737,0.331,0,-16.141,1,0.0356,0.223,0.233,0.13699999999999998,0.8270000000000001,125.084
2999,47,Yes,When I Get You Alone,Glee Cast,45,0.738,0.763,7,-6.002000000000001,0,0.0615,0.21100000000000002,0.0,0.0697,0.483,108.075
3000,56,No,Fat Bottomed Girls,Glee Cast,65,0.341,0.674,2,-7.643,1,0.0492,0.0416,5.47e-06,0.345,0.452,88.93299999999999
3001,58,No,P.Y.T. (Pretty Young Thing),Glee Cast,74,0.888,0.815,11,-4.909,0,0.0404,0.23,0.000424,0.127,0.961,127.273
3002,62,No,Need You Now,Glee Cast,68,0.5870000000000001,0.622,4,-5.535,1,0.0303,0.0927,0.0006360000000000001,0.2,0.231,107.943
3003,30,Yes,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,68,0.575,0.591,10,-5.519,0,0.235,0.0128,0.0,0.0567,0.392,171.82299999999998
3004,75,No,I Won't Give Up,Jana Kramer,78,0.585,0.303,4,-10.058,1,0.0398,0.6940000000000001,0.0,0.115,0.142,136.703
3005,53,No,Put You In A Song,Keith Urban,35,0.55,0.706,3,-4.743,1,0.0353,0.0118,1.22e-06,0.262,0.24,94.917
3006,87,No,She's Not There,Glee Cast,59,0.523,0.8029999999999999,4,-5.189,0,0.045,0.579,0.0,0.0948,0.898,132.316
3007,89,No,Words I Never Said,Lupe Fiasco Featuring Skylar Grey,66,0.792,0.467,8,-6.311,0,0.0508,0.0939,0.0164,0.0897,0.0544,137.033
3008,71,No,Make A Movie,Twista Featuring Chris Brown,47,0.846,0.774,1,-5.131,1,0.0509,0.007520000000000001,0.0,0.207,0.375,120.012
3009,96,No,Boyfriend,New Hollow,65,0.711,0.5539999999999999,1,-6.099,1,0.0502,0.0269,0.0077599999999999995,0.10099999999999999,0.348,96.97200000000001
3010,92,No,Make It Rain,Travis Porter,60,0.618,0.239,8,-8.371,0,0.0274,0.7909999999999999,0.0,0.1,0.327,96.846
3011,38,Yes,Rhythm of Love,Plain White T's,63,0.531,0.542,8,-7.721,1,0.0432,0.35600000000000004,0.0,0.11900000000000001,0.726,171.878
3012,6,Yes,Bottoms Up,Trey Songz Featuring Nicki Minaj,70,0.479,0.87,7,-5.739,1,0.0442,0.14300000000000002,0.0,0.129,0.537,170.047
3013,1,Yes,Like A G6,Far*East Movement Featuring Cataracs & Dev,71,0.35200000000000004,0.843,7,-7.983,0,0.48200000000000004,0.007379999999999999,0.0,0.0883,0.727,165.29
3014,21,Yes,Secrets,OneRepublic,72,0.674,0.779,0,-5.779,1,0.0509,0.0183,7.35e-06,0.474,0.732,109.93299999999999
3015,13,Yes,Animal,Neon Trees,73,0.755,0.8320000000000001,2,-2.741,0,0.11599999999999999,0.0746,1.27e-06,0.29100000000000004,0.735,120.03200000000001
3016,16,Yes,Please Don't Go,Mike Posner,78,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.9399999999999997e-05,0.294,0.235,84.264
3017,81,No,When You're Young,3 Doors Down,46,0.456,0.7709999999999999,9,-4.454,0,0.0306,0.035,1.33e-06,0.0985,0.215,77.014
3018,82,No,The Creep,The Lonely Island Featuring Nicki Minaj,52,0.131,0.71,10,-5.566,1,0.0519,0.0489,0.0,0.10300000000000001,0.14300000000000002,179.359
3019,83,No,Bullets In The Gun,Toby Keith,47,0.611,0.787,9,-5.957000000000001,1,0.073,0.308,1.24e-05,0.0835,0.428,120.09899999999999
3020,89,No,The Ballad Of Mona Lisa,Panic! At The Disco,71,0.436,0.893,9,-4.18,0,0.0556,0.000362,0.0,0.10300000000000001,0.0794,124.113
3021,26,Yes,Right Thru Me,Nicki Minaj,52,0.565,0.677,1,-4.743,1,0.0942,0.10300000000000001,0.0024100000000000002,0.133,0.215,162.283
3022,46,Yes,Memories,David Guetta Featuring Kid Cudi,88,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.4400000000000001e-05,0.16399999999999998,0.446,103.01899999999999
3023,64,No,Fire Flame,Birdman Featuring Lil Wayne,42,0.6629999999999999,0.715,8,-3.299,0,0.11900000000000001,0.000793,0.0,0.16899999999999998,0.647,148.019
3024,74,No,Lo Mejor De Mi Vida Eres Tu,Ricky Martin Featuring Natalia Jimenez,57,0.727,0.812,3,-4.148,1,0.0405,0.5429999999999999,0.0,0.0796,0.812,128.811
3025,6,Yes,Right Above It,Lil Wayne Featuring Drake,71,0.564,0.846,3,-4.402,0,0.32799999999999996,0.0349,0.0,0.688,0.528,152.033
3026,4,Yes,I Like It,Enrique Iglesias Featuring Pitbull,75,0.611,0.799,0,-5.718999999999999,1,0.0641,0.20199999999999999,0.0277,0.12300000000000001,0.51,101.038
3027,21,Yes,Dog Days Are Over,Florence + The Machine,70,0.504,0.812,7,-5.316,1,0.0911,0.059000000000000004,0.000526,0.11900000000000001,0.319,150.11
3028,43,Yes,Can't Be Friends,Trey Songz,63,0.5760000000000001,0.28300000000000003,2,-13.004000000000001,1,0.039,0.897,0.892,0.0841,0.252,119.277
3029,78,No,Smoke A Little Smoke,Eric Church,63,0.77,0.6409999999999999,10,-6.077000000000001,0,0.035,0.0206,0.00022999999999999998,0.106,0.639,96.98
3030,29,Yes,We No Speak Americano,Yolanda Be Cool & Dcup,50,0.902,0.805,6,-5.005,1,0.0464,0.0725,0.08199999999999999,0.0915,0.737,124.99600000000001
3031,89,No,Help Is On The Way,Rise Against,54,0.34700000000000003,0.953,7,-3.5639999999999996,0,0.0739,0.000183,0.00186,0.0406,0.6459999999999999,108.04
3032,56,No,Mama's Song,Carrie Underwood,52,0.539,0.442,7,-9.046,1,0.0376,0.494,0.0,0.14300000000000002,0.16699999999999998,149.971
3033,85,No,Marry You,Bruno Mars,74,0.62,0.8320000000000001,10,-4.848,1,0.036000000000000004,0.332,0.0,0.10400000000000001,0.48100000000000004,144.92600000000002
3034,56,No,Roman's Revenge,Nicki Minaj Featuring Eminem,51,0.815,0.95,10,-2.8510000000000004,1,0.306,0.5,0.0,0.341,0.478,112.413
3035,50,No,Freak The Freak Out,Victorious Cast Featuring Victoria Justice,60,0.6890000000000001,0.858,5,-3.185,1,0.061,0.0012900000000000001,0.0,0.0988,0.51,140.02200000000002
3036,94,No,Stay The Night,James Blunt,63,0.595,0.746,8,-3.115,1,0.0398,0.134,0.0,0.0863,0.491,127.96
3037,87,No,Tighten Up,The Black Keys,66,0.504,0.705,6,-6.178999999999999,0,0.0665,0.00121,4.12e-06,0.45299999999999996,0.5670000000000001,108.965
3038,79,No,Give In To Me,Garrett Hedlund & Leighton Meester,53,0.624,0.35700000000000004,0,-10.031,1,0.0234,0.632,9.2e-06,0.11199999999999999,0.402,79.998
3039,100,No,"For You, And Your Denial",Yellowcard,46,0.389,0.986,2,-3.53,1,0.0906,0.000303,0.00011200000000000001,0.18,0.47700000000000004,175.09799999999998
3040,9,Yes,Club Can't Handle Me,Flo Rida Featuring David Guetta,65,0.623,0.882,0,-2.574,1,0.0322,0.0205,0.0,0.19399999999999998,0.525,127.98
3041,23,Yes,No Love,Eminem Featuring Lil Wayne,68,0.593,0.625,0,-7.957000000000001,0,0.14800000000000002,0.00448,0.0,0.863,0.322,130.79399999999998
3042,81,No,Country Strong,Gwyneth Paltrow,64,0.529,0.769,11,-6.369,1,0.0469,0.00532,0.0,0.19,0.66,73.946
3043,39,Yes,Hold My Hand,Michael Jackson Duet With Akon,70,0.642,0.823,0,-5.7170000000000005,1,0.0289,0.00159,0.0,0.0776,0.431,122.977
3044,63,No,The Breath You Take,George Strait,74,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.7290000000000001,117.387
3045,53,No,Turn On The Radio,Reba,48,0.625,0.853,11,-3.662,1,0.0407,0.0306,0.0,0.284,0.78,123.11
3046,17,Yes,Stuck Like Glue,Sugarland,60,0.62,0.799,1,-4.702,1,0.0996,0.322,0.0,0.0565,0.804,168.024
3047,1,Yes,Love The Way You Lie,Eminem Featuring Rihanna,75,0.647,0.924,10,-4.957,1,0.33,0.25,0.0,0.519,0.614,173.96200000000002
3048,39,Yes,My Kinda Party,Jason Aldean,71,0.68,0.741,2,-5.055,1,0.0357,0.34700000000000003,1.87e-06,0.11699999999999999,0.635,127.024
3049,3,Yes,Mine,Taylor Swift,96,0.716,0.805,4,-3.839,1,0.0856,0.013999999999999999,3.1e-06,0.29100000000000004,0.7190000000000001,142.886
3050,61,No,Only Prettier,Miranda Lambert,0,0.8009999999999999,0.0959,0,-22.686,1,0.0876,0.991,0.9420000000000001,0.111,0.968,91.993
3051,48,Yes,Anything Like Me,Brad Paisley,50,0.545,0.522,2,-9.241,1,0.0341,0.42200000000000004,0.0,0.11900000000000001,0.446,164.86900000000003
3052,18,Yes,Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",76,0.585,0.612,1,-8.341000000000001,1,0.0806,0.18100000000000002,1.0300000000000001e-05,0.293,0.188,77.487
3053,90,No,Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,66,0.474,0.9229999999999999,2,-3.405,1,0.0897,0.0199,0.0,0.0673,0.34700000000000003,160.035
3054,18,Yes,That's All She Wrote,T.I. Featuring Eminem,71,0.496,0.785,7,-3.472,1,0.306,0.0328,0.0,0.0941,0.35700000000000004,170.02
3055,27,Yes,Love Like Woe,The Ready Set,57,0.6970000000000001,0.775,10,-4.106,1,0.0636,0.139,0.0,0.0737,0.8220000000000001,90.015
3056,14,Yes,Deuces,Chris Brown Featuring Tyga & Kevin McCall,65,0.644,0.7390000000000001,1,-5.103,1,0.13699999999999998,0.0311,0.0,0.0772,0.231,74.154
3057,12,Yes,Runaway,Kanye West Featuring Pusha T,71,0.552,0.5770000000000001,1,-3.7239999999999998,0,0.0725,0.195,0.00257,0.527,0.107,86.96600000000001
3058,35,Yes,A Year Without Rain,Selena Gomez & The Scene,60,0.619,0.809,2,-5.212000000000001,0,0.0425,0.0122,3.2500000000000004e-05,0.12,0.41700000000000004,119.999
3059,79,No,Big Night,Big Time Rush,77,0.847,0.831,8,-4.56,0,0.0459,0.0624,0.0,0.106,0.865,135.994
3060,48,Yes,Why Wait,Rascal Flatts,45,0.602,0.78,2,-4.728,1,0.0423,0.153,0.0,0.105,0.534,122.031
3061,54,No,Shake,Jesse McCartney,73,0.653,0.799,7,-5.359,1,0.163,0.0577,0.0,0.221,0.945,160.017
3062,24,Yes,Check It Out,will.i.am & Nicki Minaj,60,0.878,0.541,9,-8.964,0,0.0692,0.0844,5.18e-06,0.10099999999999999,0.67,156.016
3063,90,No,Opposite Of Adults,Chiddy Bang,61,0.674,0.899,9,-5.115,1,0.193,0.011000000000000001,0.0,0.327,0.604,95.999
3064,32,Yes,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,59,0.556,0.655,3,-5.909,1,0.031,0.46,0.0,0.12,0.33399999999999996,183.981
3065,66,No,Hit It Again,3OH!3,29,0.38,0.7559999999999999,2,-5.303999999999999,1,0.0455,0.0022600000000000003,0.8109999999999999,0.305,0.396,85.00399999999999
3066,85,No,I Am The Champion,B.o.B,24,0.506,0.785,6,-6.019,1,0.13699999999999998,0.0399,0.0,0.094,0.434,182.144
3067,59,No,Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,73,0.629,0.622,0,-8.906,1,0.0404,0.511,0.000174,0.38299999999999995,0.264,115.29299999999999
3068,99,No,Shake Up Christmas,Train,58,0.469,0.813,0,-2.9619999999999997,1,0.0535,0.00256,0.0,0.361,0.583,80.999
3069,25,Yes,Christmas Lights,Coldplay,71,0.312,0.418,7,-9.146,1,0.0296,0.131,0.000679,0.0836,0.237,130.795
3070,58,No,All I Want Is You,Miguel Featuring J. Cole,77,0.684,0.603,11,-8.127,0,0.0989,0.0275,0.00031099999999999997,0.191,0.504,81.0
3071,91,No,Loving You No More,Diddy - Dirty Money Featuring Drake,40,0.406,0.6970000000000001,8,-2.227,0,0.0422,0.0426,0.0,0.2,0.44,189.865
3072,93,No,When A Woman Loves,R. Kelly,67,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.20600000000000002,97.398
3073,36,Yes,September,Daughtry,81,0.6970000000000001,0.809,9,-8.197000000000001,1,0.0302,0.114,0.000521,0.183,0.98,125.941
